annotation_id,annotator,caption,created_at,id,image,lead_time,updated_at,video_id
484,1,till I feel that bony ridge and I'm going to stop just there,2025-09-27T22:46:05.202508Z,343,/data/upload/3/6b473662-frame_0014.jpg,15.773,2025-09-27T22:46:05.202533Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
485,1,till I feel that bony ridge and I'm going to stop just there,2025-09-27T22:46:08.239789Z,344,/data/upload/3/a5a7ba09-frame_0015.jpg,5.66,2025-09-27T22:46:08.239812Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
486,1,till I feel that bony ridge and I'm going to stop just there,2025-09-27T22:46:10.870437Z,345,/data/upload/3/552f91ad-frame_0016.jpg,3.904,2025-09-27T22:46:10.870456Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
487,1,till I feel that bony ridge and I'm going to stop just there,2025-09-27T22:46:14.399060Z,346,/data/upload/3/796a243b-frame_0017.jpg,5.085,2025-09-27T22:46:14.399074Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
488,1,till I feel that bony ridge and I'm going to stop just there,2025-09-27T22:46:18.659197Z,347,/data/upload/3/bcd6d210-frame_0018.jpg,4.63,2025-09-27T22:46:18.659207Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
489,1,till I feel that bony ridge and I'm going to stop just there,2025-09-27T22:46:22.470006Z,348,/data/upload/3/51334b21-frame_0019.jpg,4.429,2025-09-27T22:46:22.470016Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
490,1,till I feel that bony ridge and I'm going to stop just there,2025-09-27T22:50:06.883123Z,349,/data/upload/3/9e59841c-frame_0020.jpg,94.918,2025-09-27T22:50:06.883148Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
491,1,till I feel that bony ridge and I'm going to stop just there,2025-09-27T22:50:09.359510Z,350,/data/upload/3/8f401b39-frame_0021.jpg,11.855,2025-09-27T22:50:09.359534Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
492,1,I'm going to apply tape on here and,2025-09-27T22:50:11.855756Z,351,/data/upload/3/97dc0939-frame_0022.jpg,11.79,2025-09-27T22:50:11.855775Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
493,1,I'm going to apply tape on here and,2025-09-27T22:50:14.443562Z,352,/data/upload/3/834bff0a-frame_0023.jpg,4.2700000000000005,2025-09-27T22:50:14.443585Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
494,1,I'm going to apply tape on here and,2025-09-27T22:50:16.982575Z,353,/data/upload/3/581cb11c-frame_0024.jpg,4.87,2025-09-27T22:50:16.982586Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
495,1,I'm going to apply tape on here and,2025-09-27T22:50:20.680576Z,354,/data/upload/3/f6bb137a-frame_0025.jpg,8.676,2025-09-27T22:50:20.680588Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
496,1,I'm going to apply tape on here and,2025-09-27T22:50:23.206333Z,355,/data/upload/3/7361dc2f-frame_0026.jpg,6.573,2025-09-27T22:50:23.206351Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
497,1,So then that way I know where to stop when I place it inside the patient's nares.,2025-09-27T22:50:25.905095Z,356,/data/upload/3/e3f33f77-frame_0027.jpg,20.896,2025-09-27T22:50:25.905114Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
498,1,So then that way I know where to stop when I place it inside the patient's nares.,2025-09-27T22:50:30.034690Z,357,/data/upload/3/76cd0fb8-frame_0028.jpg,5.77,2025-09-27T22:50:30.034701Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
499,1,So then that way I know where to stop when I place it inside the patient's nares.,2025-09-27T22:50:39.268496Z,358,/data/upload/3/a91c7b4d-frame_0029.jpg,3.695,2025-09-27T22:50:39.268510Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
500,1,So then that way I know where to stop when I place it inside the patient's nares.,2025-09-27T22:50:42.012574Z,359,/data/upload/3/845e433a-frame_0030.jpg,8.204,2025-09-27T22:50:42.012621Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
501,1,I have a towel draped over the patient's chest just in case there's any content or if it gets messy.,2025-09-27T22:53:42.750858Z,360,/data/upload/3/55681f67-frame_0031.jpg,179.094,2025-09-27T22:53:42.750873Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
502,1,I have a towel draped over the patient's chest just in case there's any content or if it gets messy.,2025-09-27T23:02:01.736409Z,361,/data/upload/3/958ec7e6-frame_0032.jpg,11.336,2025-09-27T23:02:01.736420Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
503,1,I have a towel draped over the patient's chest just in case there's any content or if it gets messy.,2025-09-27T23:02:06.445282Z,362,/data/upload/3/e827330a-frame_0033.jpg,3.742,2025-09-27T23:02:06.445304Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
504,1,I have a towel draped over the patient's chest just in case there's any content or if it gets messy.,2025-09-27T23:02:08.630858Z,363,/data/upload/3/29e1282d-frame_0034.jpg,3.521,2025-09-27T23:02:08.630872Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
505,1,I have a towel draped over the patient's chest just in case there's any content or if it gets messy.,2025-09-27T23:02:11.481369Z,364,/data/upload/3/4f8d2b7f-frame_0035.jpg,5.698,2025-09-27T23:02:11.481390Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
506,1,I have a towel draped over the patient's chest just in case there's any content or if it gets messy.,2025-09-27T23:02:14.439822Z,365,/data/upload/3/232499c4-frame_0036.jpg,4.5200000000000005,2025-09-27T23:02:14.439835Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
507,1,I have a towel draped over the patient's chest just in case there's any content or if it gets messy.,2025-09-27T23:02:18.199411Z,366,/data/upload/3/793c075e-frame_0037.jpg,4.111000000000001,2025-09-27T23:02:18.199422Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
508,1,I also have a Yonkar to my side and within reach if it's needed.,2025-09-27T23:02:21.531949Z,367,/data/upload/3/b62580a4-frame_0038.jpg,66.699,2025-09-27T23:02:21.531961Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
509,1,I also have a Yonkar to my side and within reach if it's needed.,2025-09-27T23:02:24.514832Z,368,/data/upload/3/544e47dc-frame_0039.jpg,4.296,2025-09-27T23:02:24.514842Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
510,1,I also have a Yonkar to my side and within reach if it's needed.,2025-09-27T23:02:27.461482Z,369,/data/upload/3/c681566b-frame_0040.jpg,3.82,2025-09-27T23:02:27.461492Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
511,1,I'm going to put this inside the patient.,2025-09-27T23:02:30.281315Z,370,/data/upload/3/2429bc0c-frame_0041.jpg,26.373,2025-09-27T23:02:30.281327Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
512,1,I'm going to put this inside the patient.,2025-09-27T23:02:35.109247Z,371,/data/upload/3/f0586484-frame_0042.jpg,11.367,2025-09-27T23:02:35.109270Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
513,1,I'm going to put this inside the patient.,2025-09-27T23:02:38.756484Z,372,/data/upload/3/603921f8-frame_0043.jpg,14.982,2025-09-27T23:02:38.756503Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
514,1,I'm going to put this inside the patient.,2025-09-27T23:02:41.891351Z,373,/data/upload/3/56620537-frame_0044.jpg,10.542,2025-09-27T23:02:41.891374Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
515,1,I'm going to put this inside the patient.,2025-09-27T23:02:45.073062Z,374,/data/upload/3/f9020b8d-frame_0045.jpg,6.2170000000000005,2025-09-27T23:02:45.073072Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
516,1,"I have him sitting upright, so I'm going to put this in",2025-09-27T23:02:53.906541Z,375,/data/upload/3/08ea359a-frame_0046.jpg,16.552,2025-09-27T23:02:53.906551Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
517,1,"I have him sitting upright, so I'm going to put this in",2025-09-27T23:02:57.227897Z,376,/data/upload/3/b993566d-frame_0047.jpg,4.052,2025-09-27T23:02:57.227917Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
518,1,"I have him sitting upright, so I'm going to put this in",2025-09-27T23:03:01.159298Z,377,/data/upload/3/61279551-frame_0048.jpg,5.438,2025-09-27T23:03:01.159311Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
519,1,"I have him sitting upright, so I'm going to put this in",2025-09-27T23:03:12.807547Z,378,/data/upload/3/e2f0d12b-frame_0049.jpg,5.609999999999999,2025-09-27T23:03:12.807572Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
520,1,"I have him sitting upright, so I'm going to put this in",2025-09-27T23:03:16.541782Z,379,/data/upload/3/48a55ffc-frame_0050.jpg,12.897,2025-09-27T23:03:16.541804Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
521,1,"I have him sitting upright, so I'm going to put this in",2025-09-27T23:03:23.809630Z,380,/data/upload/3/19b4636b-frame_0051.jpg,6.894,2025-09-27T23:03:23.809647Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
522,1,"I have him sitting upright, so I'm going to put this in",2025-09-27T23:03:29.492162Z,381,/data/upload/3/cd9796a4-frame_0052.jpg,8.599,2025-09-27T23:03:29.492175Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
523,1,"I have him sitting upright, so I'm going to put this in",2025-09-27T23:03:50.385827Z,382,/data/upload/3/e032f634-frame_0053.jpg,28.481,2025-09-27T23:03:50.385840Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
524,1,"At this point, I'm going to have him flex his head forward.",2025-09-27T23:03:54.805454Z,383,/data/upload/3/61df6f1f-frame_0054.jpg,19.597,2025-09-27T23:03:54.805467Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
525,1,"At this point, I'm going to have him flex his head forward.",2025-09-27T23:04:05.411333Z,384,/data/upload/3/34833780-frame_0055.jpg,7.022,2025-09-27T23:04:05.411357Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
526,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:04:18.981365Z,385,/data/upload/3/0d056873-frame_0056.jpg,24.679,2025-09-27T23:04:18.981387Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
527,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:04:27.125031Z,386,/data/upload/3/cd4071f9-frame_0057.jpg,5.442,2025-09-27T23:04:27.125041Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
528,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:04:32.106891Z,387,/data/upload/3/8e5d9cd3-frame_0058.jpg,4.847,2025-09-27T23:04:32.106908Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
529,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:04:40.575825Z,388,/data/upload/3/29af0acf-frame_0059.jpg,5.599,2025-09-27T23:04:40.575847Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
530,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:05:00.488148Z,389,/data/upload/3/4e2861cb-frame_0060.jpg,10.845,2025-09-27T23:05:00.488159Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
531,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:05:04.765726Z,390,/data/upload/3/0bca1f79-frame_0061.jpg,3.826,2025-09-27T23:05:04.765744Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
532,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:05:10.435108Z,391,/data/upload/3/023c843e-frame_0062.jpg,6.457,2025-09-27T23:05:10.435128Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
533,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:05:14.744999Z,392,/data/upload/3/a49a8181-frame_0063.jpg,4.326,2025-09-27T23:05:14.745010Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
534,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:05:17.700907Z,393,/data/upload/3/c4775866-frame_0064.jpg,3.54,2025-09-27T23:05:17.700926Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
535,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:05:22.710276Z,394,/data/upload/3/dcdffb76-frame_0065.jpg,6.506,2025-09-27T23:05:22.710288Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
536,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:05:26.102906Z,395,/data/upload/3/7a826072-frame_0066.jpg,4.385,2025-09-27T23:05:26.102926Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
537,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:05:32.666465Z,396,/data/upload/3/820ef3c9-frame_0067.jpg,6.908,2025-09-27T23:05:32.666486Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
538,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:07:54.552843Z,397,/data/upload/3/e8ac3c14-frame_0068.jpg,5.157,2025-09-27T23:07:54.552854Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
539,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:07:57.195076Z,398,/data/upload/3/4c554b02-frame_0069.jpg,4.323,2025-09-27T23:07:57.195085Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
540,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:07:59.749350Z,399,/data/upload/3/0abedd62-frame_0070.jpg,3.787,2025-09-27T23:07:59.749373Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
541,1,"He can swallow or he can drink water if he wants to. Once I have advanced it into place, this is where I'm going to apply the tape.",2025-09-27T23:08:04.062493Z,400,/data/upload/3/60283a60-frame_0071.jpg,4.8,2025-09-27T23:08:04.062506Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
542,1,I have it within reach. I have it here.,2025-09-27T23:08:07.328672Z,401,/data/upload/3/7f2106b4-frame_0072.jpg,12.115,2025-09-27T23:08:07.328696Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
543,1,I have it within reach. I have it here.,2025-09-27T23:08:10.227056Z,402,/data/upload/3/299246bb-frame_0073.jpg,5.541,2025-09-27T23:08:10.227078Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
544,1,I have it within reach. I have it here.,2025-09-27T23:08:13.156971Z,403,/data/upload/3/051bab47-frame_0074.jpg,4.13,2025-09-27T23:08:13.156994Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
545,1,I have it within reach. I have it here.,2025-09-27T23:08:17.279176Z,404,/data/upload/3/883ee65c-frame_0075.jpg,15.445,2025-09-27T23:08:17.279200Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
546,1,I have it within reach. I have it here.,2025-09-27T23:08:20.499900Z,405,/data/upload/3/d199b9e6-frame_0076.jpg,4.759,2025-09-27T23:08:20.499921Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
547,1,I have it within reach. I have it here.,2025-09-27T23:08:23.185028Z,406,/data/upload/3/3e8573f9-frame_0077.jpg,5.325,2025-09-27T23:08:23.185039Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
548,1,I'll wrap it around.,2025-09-27T23:08:27.814753Z,407,/data/upload/3/f906873d-frame_0078.jpg,22.809,2025-09-27T23:08:27.814760Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
549,1,I'll wrap it around.,2025-09-27T23:08:30.884083Z,408,/data/upload/3/9445bb2f-frame_0079.jpg,4.814,2025-09-27T23:08:30.884095Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
550,1,I'll wrap it around.,2025-09-27T23:08:34.854523Z,409,/data/upload/3/44b526e5-frame_0080.jpg,11.666,2025-09-27T23:08:34.854538Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
551,1,I'll wrap it around.,2025-09-27T23:13:37.103036Z,410,/data/upload/3/739e1568-frame_0081.jpg,6.291,2025-09-27T23:13:37.103049Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
552,1,I'll wrap it around.,2025-09-27T23:13:57.996441Z,411,/data/upload/3/120330da-frame_0082.jpg,5.783,2025-09-27T23:13:57.996452Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
553,1,I'll wrap it around.,2025-09-27T23:14:05.226059Z,412,/data/upload/3/7365f743-frame_0083.jpg,5.704000000000001,2025-09-27T23:14:05.226069Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
554,1,I'll wrap it around.,2025-09-27T23:14:07.600492Z,413,/data/upload/3/944b8e0b-frame_0084.jpg,4.385,2025-09-27T23:14:07.600513Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
555,1,I'll wrap it around.,2025-09-27T23:14:10.047722Z,414,/data/upload/3/8c43c93a-frame_0085.jpg,3.919,2025-09-27T23:14:10.047735Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
556,1,I'll wrap it around.,2025-09-27T23:14:13.373091Z,415,/data/upload/3/7ec988af-frame_0086.jpg,4.9830000000000005,2025-09-27T23:14:13.373101Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
557,1,I'll wrap it around.,2025-09-27T23:14:20.973938Z,416,/data/upload/3/63ca3e5e-frame_0087.jpg,7.178,2025-09-27T23:14:20.973956Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
558,1,I'll wrap it around.,2025-09-27T23:14:24.611067Z,417,/data/upload/3/0b54aa23-frame_0088.jpg,4.525,2025-09-27T23:14:24.611079Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
559,1,I'll wrap it around.,2025-09-27T23:14:28.572625Z,418,/data/upload/3/d4d3ebb7-frame_0089.jpg,5.444,2025-09-27T23:14:28.572643Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
560,1,I'll wrap it around.,2025-09-27T23:14:31.175946Z,419,/data/upload/3/7a759d64-frame_0090.jpg,4.738,2025-09-27T23:14:31.175955Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
561,1,okay there we go,2025-09-27T23:14:34.476487Z,420,/data/upload/3/255211b3-frame_0091.jpg,12.45,2025-09-27T23:14:34.476506Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
562,1,okay there we go,2025-09-27T23:14:38.230526Z,421,/data/upload/3/05874c6c-frame_0092.jpg,4.44,2025-09-27T23:14:38.230536Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
563,1,okay there we go,2025-09-27T23:14:42.338563Z,422,/data/upload/3/f561e7fc-frame_0093.jpg,6.331,2025-09-27T23:14:42.338581Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
564,1, this is where I can obtain a small amount of gastric contents with the 60cc syringe,2025-09-27T23:14:45.933073Z,423,/data/upload/3/5b3a9129-frame_0094.jpg,102.045,2025-09-27T23:14:45.933104Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
565,1, this is where I can obtain a small amount of gastric contents with the 60cc syringe,2025-09-27T23:14:48.311168Z,424,/data/upload/3/d2c275e6-frame_0095.jpg,3.736,2025-09-27T23:14:48.311196Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
566,1, this is where I can obtain a small amount of gastric contents with the 60cc syringe,2025-09-27T23:14:50.805844Z,425,/data/upload/3/a207ef24-frame_0096.jpg,3.534,2025-09-27T23:14:50.805854Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
567,1, this is where I can obtain a small amount of gastric contents with the 60cc syringe,2025-09-27T23:14:53.295495Z,426,/data/upload/3/65c8bf64-frame_0097.jpg,4.735,2025-09-27T23:14:53.295505Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
568,1, this is where I can obtain a small amount of gastric contents with the 60cc syringe,2025-09-27T23:14:55.798662Z,427,/data/upload/3/e5f4852e-frame_0098.jpg,5.829,2025-09-27T23:14:55.798683Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
569,1, this is where I can obtain a small amount of gastric contents with the 60cc syringe,2025-09-27T23:14:58.350411Z,428,/data/upload/3/6e58ab07-frame_0099.jpg,3.4400000000000004,2025-09-27T23:14:58.350421Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
570,1, this is where I can obtain a small amount of gastric contents with the 60cc syringe,2025-09-27T23:15:01.062145Z,429,/data/upload/3/084e2035-frame_0100.jpg,3.989,2025-09-27T23:15:01.062163Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
571,1, this is where I can obtain a small amount of gastric contents with the 60cc syringe,2025-09-27T23:15:03.427362Z,430,/data/upload/3/db2a6208-frame_0101.jpg,4.907,2025-09-27T23:15:03.427405Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
572,1, this is where I can obtain a small amount of gastric contents with the 60cc syringe,2025-09-27T23:15:07.077573Z,431,/data/upload/3/1ff2a3c4-frame_0102.jpg,3.853,2025-09-27T23:15:07.077584Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
573,1,I'm going to verify it with an x-ray for placement as that is the best way to verify placement,2025-09-27T23:15:09.937256Z,432,/data/upload/3/e7f5e381-frame_0103.jpg,38.346,2025-09-27T23:15:09.937266Z,NG Tube Insertion Procedure _ Clinical Skills_clip_143.0s_to_250.0s
